,battery_name,block_duration,choice,exp_id,exp_stage,experiment_exp_id,finishtime,focus_shifts,full_screen,internal_node_id,key_press,large_amt,later_del,possible_responses,responses,rt,small_amt,stim_duration,stimulus,time_elapsed,trial_id,trial_index,trial_type,view_history,worker_id
kirby_2_32,Self Regulation Pilot,,,kirby,,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-7.0,,,,,"{""Q0"":""choose which amount and timeframe provided i would rather received p for right and q for left"",""Q1"":""""}",33873,,,,137120,post task questions,32,survey-text,,A07375212LC8D25XBGZ1J
kirby_2_33,Self Regulation Pilot,,,kirby,,kirby,2016-04-18T08:23:53.277589Z,0,TRUE,0.0-8.0,13,,,,,1855,,,,139977,end,33,poldrack-text,,A07375212LC8D25XBGZ1J
kirby_3_0,Self Regulation Pilot,,,,,kirby,2016-04-11T01:43:54.957587Z,,,0.0-0.0-0.0,13,,,,,1720,,,,1722,instruction,0,poldrack-text,,A110KENBXU7SUJ
kirby_3_1,Self Regulation Pilot,,,,,kirby,2016-04-11T01:43:54.957587Z,,,0.0-0.0-1.0,,,,,,10978,,,,12702,instruction,1,poldrack-instructions,"[{""page_index"":0,""viewing_time"":10977}]",A110KENBXU7SUJ
kirby_3_2,Self Regulation Pilot,,,,,kirby,2016-04-11T01:43:54.957587Z,,,0.0-1.0,13,,,,,2050,,,,15754,practice_intro,2,poldrack-text,,A110KENBXU7SUJ
kirby_3_3,Self Regulation Pilot,1979,,,practice,kirby,2016-04-11T01:43:54.957587Z,,,0.0-2.0,80,,,"[80, 81]",,1979,,1979,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$20<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>5 days</font></center></div></div></div></div>,18737,stim,3,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_4,Self Regulation Pilot,,,,,kirby,2016-04-11T01:43:54.957587Z,,,0.0-4.0,13,,,,,1772,,,,21512,test_intro,4,poldrack-text,,A110KENBXU7SUJ
kirby_3_5,Self Regulation Pilot,1188,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-0.0,81,55,117,"[80, 81]",,1188,54,1188,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>117 days</font></center></div></div></div></div>,23702,stim,5,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_6,Self Regulation Pilot,1185,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-1.0,81,75,61,"[80, 81]",,1185,55,1185,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$55<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>61 days</font></center></div></div></div></div>,25889,stim,6,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_7,Self Regulation Pilot,1217,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-2.0,81,25,53,"[80, 81]",,1217,19,1217,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$19<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>53 days</font></center></div></div></div></div>,28108,stim,7,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_8,Self Regulation Pilot,943,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-3.0,80,85,7,"[80, 81]",,943,31,943,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$31<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>7 days</font></center></div></div></div></div>,30054,stim,8,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_9,Self Regulation Pilot,1028,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-4.0,81,25,19,"[80, 81]",,1028,14,1028,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$14<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>19 days</font></center></div></div></div></div>,32084,stim,9,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_10,Self Regulation Pilot,1023,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-5.0,81,50,160,"[80, 81]",,1023,47,1023,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$47<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>160 days</font></center></div></div></div></div>,34110,stim,10,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_11,Self Regulation Pilot,1348,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-6.0,80,35,13,"[80, 81]",,1348,15,1348,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$15<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>13 days</font></center></div></div></div></div>,36460,stim,11,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_12,Self Regulation Pilot,1024,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-7.0,80,60,14,"[80, 81]",,1024,25,1024,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$25<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>14 days</font></center></div></div></div></div>,38486,stim,12,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_13,Self Regulation Pilot,886,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-8.0,81,80,192,"[80, 81]",,886,78,886,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$78<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>192 days</font></center></div></div></div></div>,40374,stim,13,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_14,Self Regulation Pilot,1082,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-9.0,81,55,62,"[80, 81]",,1082,40,1082,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$40<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>62 days</font></center></div></div></div></div>,42458,stim,14,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_15,Self Regulation Pilot,1466,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-10.0,80,30,7,"[80, 81]",,1466,11,1466,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$11<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>7 days</font></center></div></div></div></div>,44927,stim,15,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_16,Self Regulation Pilot,948,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-11.0,81,75,119,"[80, 81]",,948,67,948,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$67<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>119 days</font></center></div></div></div></div>,46879,stim,16,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_17,Self Regulation Pilot,1047,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-12.0,81,35,186,"[80, 81]",,1047,34,1047,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$34<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>186 days</font></center></div></div></div></div>,48928,stim,17,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_18,Self Regulation Pilot,1107,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-13.0,80,50,21,"[80, 81]",,1107,27,1107,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$27<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>21 days</font></center></div></div></div></div>,51039,stim,18,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_19,Self Regulation Pilot,1179,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-14.0,81,85,91,"[80, 81]",,1179,69,1179,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$69<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>91 days</font></center></div></div></div></div>,53253,stim,19,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_20,Self Regulation Pilot,1188,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-15.0,81,60,89,"[80, 81]",,1188,49,1188,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$49<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>89 days</font></center></div></div></div></div>,55443,stim,20,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_21,Self Regulation Pilot,1200,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-16.0,81,85,157,"[80, 81]",,1200,80,1200,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$80<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>157 days</font></center></div></div></div></div>,57644,stim,21,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_22,Self Regulation Pilot,1361,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-17.0,81,35,29,"[80, 81]",,1361,24,1361,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$24<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>29 days</font></center></div></div></div></div>,60006,stim,22,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_23,Self Regulation Pilot,1383,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-18.0,80,80,14,"[80, 81]",,1383,33,1383,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$33<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>14 days</font></center></div></div></div></div>,62392,stim,23,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_24,Self Regulation Pilot,1016,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-19.0,81,30,179,"[80, 81]",,1016,28,1016,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$28<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>179 days</font></center></div></div></div></div>,64410,stim,24,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_25,Self Regulation Pilot,1267,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-20.0,81,50,30,"[80, 81]",,1267,34,1267,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$34<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>30 days</font></center></div></div></div></div>,66679,stim,25,poldrack-single-stim,,A110KENBXU7SUJ
kirby_3_26,Self Regulation Pilot,1039,,,test,kirby,2016-04-11T01:43:54.957587Z,,,0.0-5.0-21.0,81,30,80,"[80, 81]",,1039,25,1039,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$25<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>80 days</font></center></div></div></div></div>,68720,stim,26,poldrack-single-stim,,A110KENBXU7SUJ
